fbref_name,whoscored_name,team,season_id,trgm_similarity,jaro_winkler,token_sort,working_confidence,match_hint
Mike van Duinen,Mike van Duinen,Excelsior,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Milan Massop,Milan Massop,Excelsior,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy de Wijs,Jordy de Wijs,Excelsior,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jeffry Fortes,Jeffry Fortes,Excelsior,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Elso Brito,Elso Brito,Excelsior,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Danilo Pantić,Danilo Pantic,Excelsior,2016,0.75,1.0,1.0,1.0,exact_after_normalize
Pär Hansson,Pär Hansson,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Michiel Kramer,Michiel Kramer,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Lucas Woudenberg,Lucas Woudenberg,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Terence Kongolo,Terence Kongolo,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Renato Tapia,Renato Tapia,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Eljero Elia,Eljero Elia,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Simon Gustafson,Simon Gustafson,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Gustavo Hamer,Gustavo Hamer,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Rick Karsdorp,Rick Karsdorp,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jens Toornstra,Jens Toornstra,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jan-Arie van der Heijden,Jan-Arie van der Heijden,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Karim El Ahmadi,Karim El Ahmadi,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Miquel Nelom,Miquel Nelom,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Steven Berghuis,Steven Berghuis,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Kenneth Vermeer,Kenneth Vermeer,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Nicolai Jørgensen,Nicolai Jørgensen,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Tonny Vilhena,Tonny Vilhena,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Bart Nieuwkoop,Bart Nieuwkoop,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Emil Hansson,Emil Hansson,Feyenoord,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Marko Vejinović,Marko Vejinovic,Feyenoord,2016,0.7778,1.0,1.0,1.0,exact_after_normalize
Pedro Chirivella,Pedro Chirivella,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Teije ten Den,Teije ten Den,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Joey Suk,Joey Suk,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Ludcinio Marengo,Ludcinio Marengo,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Sinan Bytyqi,Sinan Bytyqi,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Randy Wolters,Randy Wolters,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Xandro Schenk,Xandro Schenk,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Marcel Ritzmaier,Marcel Ritzmaier,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Sander Fischer,Sander Fischer,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Rochdi Achenteh,Rochdi Achenteh,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Patrick Maneschijn,Patrick Maneschijn,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Sander Duits,Sander Duits,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Henrik Ojamaa,Henrik Ojamaa,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Lum Rexhepi,Lum Rexhepi,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Joey Groenbast,Joey Groenbast,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Norichio Nieveld,Norichio Nieveld,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Tom Daemen,Tom Daemen,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Theo Zwarthoed,Theo Zwarthoed,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jarchinio Antonia,Jarchinio Antonia,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Elvis Manu,Elvis Manu,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Sam Hendriks,Sam Hendriks,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Darren Maatsen,Darren Maatsen,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Leon de Kogel,Leon de Kogel,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Kenny Teijsse,Kenny Teijsse,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Kevin Brands,Kevin Brands,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Robin van der Meer,Robin van der Meer,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Givan Werkhoven,Givan Werkhoven,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Lars Lambooij,Lars Lambooij,Go Ahead Eagles,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Sébastien Locigno,Sebastien Locigno,Go Ahead Eagles,2016,0.7143,1.0,1.0,1.0,exact_after_normalize
André Fomitschow,André Fomitschow,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Quincy Owusu-Abeyie,Quincy Owusu-Abeyie,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Taiwo Awoniyi,Taiwo Awoniyi,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Wojciech Golla,Wojciech Golla,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Kévin Mayi,Kévin Mayi,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Janio Bikel,Janio Bikel,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Joris Delle,Joris Delle,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Michael Heinloth,Michael Heinloth,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Gregor Breinburg,Gregor Breinburg,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Ali Messaoud,Ali Messaoud,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Robin Buwalda,Robin Buwalda,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Mikael Dyrestam,Mikael Dyrestam,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Sam Lundholm,Sam Lundholm,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Joey Sleegers,Joey Sleegers,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Lorenzo Burnet,Lorenzo Burnet,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jay-Roy Grot,Jay-Roy Grot,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Frank Sturing,Frank Sturing,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jeffrey Leiwakabessy,Jeffrey Leiwakabessy,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Stefan Mauk,Stefan Mauk,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Ferdi Kadioglu,Ferdi Kadioglu,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jordan Larsson,Jordan Larsson,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Mohamed Rayhi,Mohamed Rayhi,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Julian von Haacke,Julian von Haacke,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Fabian Gmeiner,Fabian Gmeiner,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Arnaut Danjuma,Arnaut Danjuma,NEC Nijmegen,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Florian Jozefzoon,Florian Jozefzoon,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jetro Willems,Jetro Willems,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Andrés Guardado,Andrés Guardado,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Sam Lammers,Sam Lammers,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jeroen Zoet,Jeroen Zoet,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Héctor Moreno,Héctor Moreno,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Oleksandr Zinchenko,Oleksandr Zinchenko,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Marco van Ginkel,Marco van Ginkel,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Siem de Jong,Siem de Jong,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jürgen Locadia,Jürgen Locadia,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Steven Bergwijn,Steven Bergwijn,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Santiago Arias,Santiago Arias,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Ramon Lundqvist,Ramon Lundqvist,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Luuk de Jong,Luuk de Jong,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Remko Pasveer,Remko Pasveer,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Bart Ramselaar,Bart Ramselaar,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Daniel Schwaab,Daniel Schwaab,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Joshua Brenet,Joshua Brenet,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Luciano Narsingh,Luciano Narsingh,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Gastón Pereiro,Gastón Pereiro,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Davy Pröpper,Davy Pröpper,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jorrit Hendrix,Jorrit Hendrix,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Nicolas Isimat-Mirin,Nicolas Isimat-Mirin,PSV,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Hidde ter Avest,Hidde ter Avest,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Enis Bunjaki,Enis Bunjaki,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Nick Marsman,Nick Marsman,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Dylan George,Dylan George,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Chinedu Ede,Chinedu Ede,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jos Hooiveld,Jos Hooiveld,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jari Oosterwijk,Jari Oosterwijk,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Joachim Andersen,Joachim Andersen,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Kamohelo Mokotjo,Kamohelo Mokotjo,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Bersant Celina,Bersant Celina,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jelle van der Heyden,Jelle van der Heyden,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Enes Ünal,Enes Ünal,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Oussama Assaidi,Oussama Assaidi,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Fredrik Jensen,Fredrik Jensen,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Dylan Seys,Dylan Seys,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Dejan Trajkovski,Dejan Trajkovski,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Peet Bijen,Peet Bijen,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Torgeir Børven,Torgeir Børven,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Stefan Thesker,Stefan Thesker,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jeroen Van der Lely,Jeroen van der Lely,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Hakim Ziyech,Hakim Ziyech,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Tim Hölscher,Tim Hölscher,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Mateusz Klich,Mateusz Klich,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Yaw Yeboah,Yaw Yeboah,Twente,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Maikel van der Werff,Maikel van der Werff,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Abiola Dauda,Abiola Dauda,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Julian Calor,Julian Calor,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Nathan,Nathan,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Navarone Foor,Navarone Foor,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Zhang Yuning,Zhang Yuning,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Kevin Diks,Kevin Diks,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Mohammed Osman,Mohammed Osman,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Arshak Koryan,Arshak Koryan,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Valeri Qazaishvili,Valeri Qazaishvili,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Lassana Faye,Lassana Faye,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Guram Kashia,Guram Kashia,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Matt Miazga,Matt Miazga,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Ricky van Wolfswinkel,Ricky van Wolfswinkel,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Marvelous Nakamba,Marvelous Nakamba,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Michael Tørnes,Michael Tørnes,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Kelvin Leerdam,Kelvin Leerdam,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Mukhtar Ali,Mukhtar Ali,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Alexander Büttner,Alexander Büttner,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Sheran Yeini,Sheran Yeini,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Kosuke Ota,Kosuke Ota,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Milot Rashica,Milot Rashica,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Adnane Tighadouini,Adnane Tighadouini,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Lewis Baker,Lewis Baker,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Arnold Kruiswijk,Arnold Kruiswijk,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Mitchell van Bergen,Mitchell van Bergen,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Eloy Room,Eloy Room,Vitesse,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jordens Peters,Jordens Peters,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Funso Ojo,Funso Ojo,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Anouar Kali,Anouar Kali,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Kostas Lamprou,Kostas Lamprou,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Pele van Anholt,Pele van Anholt,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Darryl Lachman,Darryl Lachman,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Elmo Lieftink,Elmo Lieftink,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Kok,Thomas Kok,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Bartholomew Ogbeche,Bartholomew Ogbeche,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Dico Koppers,Dico Koppers,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jari Schuurman,Jari Schuurman,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Asumah Abubakar,Asumah Abubakar,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Dries Wuytens,Dries Wuytens,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Andreas Calcan,Andreas Calcan,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Guus Joppen,Guus Joppen,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Thom Haye,Thom Haye,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Freek Heerkens,Freek Heerkens,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Branco van den Boomen,Branco van den Boomen,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Fran Sol,Fran Sol,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Erik Falkenburg,Erik Falkenburg,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy Croux,Jordy Croux,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Derrick Tshimanga,Derrick Tshimanga,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Bruno Andrade,Bruno Andrade,Willem II,2016,1.0,1.0,1.0,1.0,exact_after_normalize
Obbi Oulare,Obbi Oularé,Willem II,2016,0.6923,1.0,1.0,1.0,exact_after_normalize
Danny Bakker,Danny Bakker,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Tyronne Ebuehi,Tyronne Ebuehi,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Bas Kuipers,Bas Kuipers,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Lex Immers,Lex Immers,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Aaron Meijers,Aaron Meijers,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ricardo Kishna,Ricardo Kishna,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Hennos Asmelash,Hennos Asmelash,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Abdenasser El Khayati,Abdenasser El Khayati,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mats van Kins,Mats van Kins,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Sheraldo Becker,Sheraldo Becker,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Nick Kuipers,Nick Kuipers,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Elson Hooi,Elson Hooi,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Robert Zwinkels,Robert Zwinkels,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Bjørn Johnsen,Bjørn Johnsen,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Tim Coremans,Tim Coremans,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Donny Gorter,Donny Gorter,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Delano Ladan,Delano Ladan,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Melvyn Lorenzen,Melvyn Lorenzen,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Thijmen Goppel,Thijmen Goppel,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Trevor David,Trevor David,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Wilfried Kanon,Wilfried Kanon,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Tom Beugelsdijk,Tom Beugelsdijk,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Indy Groothuizen,Indy Groothuizen,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Shaquille Pinas,Shaquille Pinas,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Erik Falkenburg,Erik Falkenburg,ADO Den Haag,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Édouard Duplan,Edouard Duplan,ADO Den Haag,2017,0.6667,1.0,1.0,1.0,exact_after_normalize
Dennis Johnsen,Dennis Johnsen,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Lasse Schöne,Lasse Schöne,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mateo Cassierra,Mateo Cassierra,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Frenkie de Jong,Frenkie de Jong,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
André Onana,André Onana,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Kasper Dolberg,Kasper Dolberg,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Azor Matusiwa,Azor Matusiwa,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Kostas Lamprou,Kostas Lamprou,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Dani de Wit,Dani de Wit,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jurgen Ekkelenkamp,Jurgen Ekkelenkamp,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Siem de Jong,Siem de Jong,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mitchell Dijks,Mitchell Dijks,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
David Neres,David Neres,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Rasmus Kristensen,Rasmus Kristensen,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Nicolás Tagliafico,Nicolás Tagliafico,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Amin Younes,Amin Younes,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Noussair Mazraoui,Noussair Mazraoui,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Nick Viergever,Nick Viergever,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Daley Sinkgraven,Daley Sinkgraven,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Justin Kluivert,Justin Kluivert,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Joël Veltman,Joël Veltman,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Matthijs de Ligt,Matthijs de Ligt,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Donny van de Beek,Donny van de Beek,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Hakim Ziyech,Hakim Ziyech,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Carel Eiting,Carel Eiting,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Deyovaisio Zeefuik,Deyovaisio Zeefuik,Ajax,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Václav Černý,Václav Cerny,Ajax,2017,0.4444,1.0,1.0,1.0,exact_after_normalize
Thomas Ouwejan,Thomas Ouwejan,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Stijn Wuytens,Stijn Wuytens,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Oussama Idrissi,Oussama Idrissi,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jeremy Helmer,Jeremy Helmer,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Joris van Overeem,Joris van Overeem,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Pantelis Hatzidiakos,Pantelis Hatzidiakos,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Fred Friday,Fred Friday,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Wout Weghorst,Wout Weghorst,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Marco Bizot,Marco Bizot,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Guus Til,Guus Til,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Alireza Jahanbakhsh,Alireza Jahanbakhsh,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jonas Svensson,Jonas Svensson,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mees Hoedemakers,Mees Hoedemakers,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Fredrik Midtsjø,Fredrik Midtsjø,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ricardo van Rhijn,Ricardo van Rhijn,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Teun Koopmeiners,Teun Koopmeiners,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ron Vlaar,Ron Vlaar,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Owen Wijndal,Owen Wijndal,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Iliass Bel Hassani,Iliass Bel Hassani,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Dabney dos Santos,Dabney dos Santos,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Calvin Stengs,Calvin Stengs,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Rens van Eijden,Rens van Eijden,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ferdy Druijf,Ferdy Druijf,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Tijjani Reijnders,Tijjani Reijnders,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mats Seuntjens,Mats Seuntjens,AZ Alkmaar,2017,1.0,1.0,1.0,1.0,exact_after_normalize
