fbref_name,whoscored_name,team,season_id,trgm_similarity,jaro_winkler,token_sort,working_confidence,match_hint
Gonzalo Crettaz,Gonzalo Crettaz,NEC Nijmegen,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Sam de Laat,Sam de Laat,NEC Nijmegen,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Philippe Sandler,Philippe Sandler,NEC Nijmegen,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Sami Ouaissa,Sami Ouaissa,NEC Nijmegen,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Virgil Misidjan,Virgil Misidjan,NEC Nijmegen,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Basar Onal,Basar Önal,NEC Nijmegen,2025,0.5714,1.0,1.0,1.0,exact_after_normalize
Kōki Ogawa,Koki Ogawa,NEC Nijmegen,2025,0.5714,1.0,1.0,1.0,exact_after_normalize
Darko Nejašmić,Darko Nejasmic,NEC Nijmegen,2025,0.5,1.0,1.0,1.0,exact_after_normalize
Alassane Pléa,Alassane Pléa,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Ismael Saibari,Ismael Saibari,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Armando Obispo,Armando Obispo,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Esmir Bajraktarevic,Esmir Bajraktarevic,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Ruben van Bommel,Ruben van Bommel,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Jerdy Schouten,Jerdy Schouten,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Fabian Merién,Fabian Merién,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Joël van den Berg,Joël van den Berg,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Mauro Júnior,Mauro Júnior,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Ryan Flamingo,Ryan Flamingo,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Couhaib Driouech,Couhaib Driouech,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Myron Boadu,Myron Boadu,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Guus Til,Guus Til,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Dennis Man,Dennis Man,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Jim Koller,Jim Koller,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy Bawuah,Jordy Bawuah,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Paul Wanner,Paul Wanner,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Sergiño Dest,Sergiño Dest,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Noah Fernandez,Noah Fernandez,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Ricardo Pepi,Ricardo Pepi,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Tygo Land,Tygo Land,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Kiliann Sildillia,Kiliann Sildillia,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Niek Schiks,Niek Schiks,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Joey Veerman,Joey Veerman,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Yarek Gasiorowski,Yarek Gasiorowski,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Nick Olij,Nick Olij,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Nicolas Verkooijen,Nicolas Verkooijen,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Anass Salah-Eddine,Anass Salah-Eddine,PSV,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Matej Kovar,Matej Kovár,PSV,2025,0.6,1.0,1.0,1.0,exact_after_normalize
Ivan Perišić,Ivan Perisic,PSV,2025,0.5294,1.0,1.0,1.0,exact_after_normalize
Cedric Hatenboer,Cedric Hatenboer,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Milan Zonneveld,Milan Zonneveld,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Tyrone Owusu,Tyrone Owusu,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Gerald Alders,Gerald Alders,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Sem van Duijn,Sem van Duijn,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Rojendro Oudsten,Rojendro Oudsten,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Soufiane Hetli,Soufiane Hetli,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Kay Tejan,Kay Tejan,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Remi van Ekeris,Remi van Ekeris,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Nils Rossen,Nils Rossen,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Adil Lechkar,Adil Lechkar,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Guus Offerhaus,Guus Offerhaus,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Daan Reiziger,Daan Reiziger,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Jeff Hardeveld,Jeff Hardeveld,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Sebastiaan Hagedoorn,Sebastiaan Hagedoorn,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Jelani Seedorf,Jelani Seedorf,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Danny Bakker,Danny Bakker,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Neville Ogidi Nwankwo,Neville Ogidi Nwankwo,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Patrick Brouwer,Patrick Brouwer,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Dion Malone,Dion Malone,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Tyrese Noslin,Tyrese Noslin,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Devon Koswal,Devon Koswal,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Dylan Mertens,Dylan Mertens,Telstar,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Sondre Ørjasæter,Sondre Ørjasæter,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Bas Kuipers,Bas Kuipers,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Mathias Kjølø,Mathias Kjølø,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Mitchell van Bergen,Mitchell van Bergen,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Sam Lammers,Sam Lammers,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Naci Ünüvar,Naci Ünüvar,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Max Bruns,Max Bruns,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Lars Unnerstall,Lars Unnerstall,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Marko Pjaca,Marko Pjaca,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Ricky van Wolfswinkel,Ricky van Wolfswinkel,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Mats Rots,Mats Rots,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Taylor Booth,Taylor Booth,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Stav Lemkin,Stav Lemkin,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
Bart van Rooij,Bart van Rooij,Twente,2025,1.0,1.0,1.0,1.0,exact_after_normalize
